qid,prompt,original_pred,pred,gold,em,f1,inference_duration (s),inference_energy_consumed (kWh),inference_emissions (kg),retrieval_duration (s),retrieval_energy_consumed (kWh),retrieval_emissions (kg)
24,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: what is the weight of a honda fit
Answer: ",The Honda Fit weighs approximately 2 550 pounds (1 160 kg) when empty., honda fit weighs approximately 2550 pounds 1160 kg when empty,"1,020–1,080 kg",0,0.16666666666666669,0.28823209999973187,8.016689524563933e-05,2.353865109376293e-05,0.0,0.0,0.0
25,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: when does bloom find out who she is
Answer: ",Bloom finds out who she is when she recognizes the face of the man who knocked her out.,bloom finds out who she is when she recognizes face of man who knocked her out,"Addio Magix!""  / ""The Font of Dragon Fire",0,0.09090909090909091,0.3063775999999052,8.62089768504367e-05,2.531273066039183e-05,0.0,0.0,0.0
26,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: what is the job of justice of the peace
Answer: ",The job of a Justice of the Peace (JP) is to administer oaths hear minor civil cases and perform other judicial functions under the jurisdiction of the court., job of justice of peace jp is to administer oaths hear minor civil cases and perform other judicial functions under jurisdiction of court,"a judicial officer, of a lower or puisne court, elected or appointed by means of a commission (letters patent) to keep the peace.",0,0.23809523809523808,0.36335610000060115,0.00010571872948839632,3.104119574393306e-05,0.0,0.0,0.0
27,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: who was kat slater's sisters in eastenders
Answer: ",Kat Slater's sisters in Eastenders are Sarah and Emily.,kat slaters sisters in eastenders are sarah and emily,Lynne,0,0.0,0.2492305000014312,7.0470632894625e-05,2.069162881985828e-05,0.0,0.0,0.0
28,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: whens the last time the patriots played the eagles
Answer: ",November 15 2023,november 15 2023,Super Bowl LII,0,0.0,0.3294318000007479,9.226792611584813e-05,2.7091762919484947e-05,0.0,0.0,0.0
29,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: who's playing in the world series and when is it
Answer: ",The 2023 World Series was played between the Los Angeles Dodgers and the Chicago Cubs., 2023 world series was played between los angeles dodgers and chicago cubs,Houston Astros,0,0.0,0.3518385000006674,9.830473051680841e-05,2.886429299040878e-05,0.0,0.0,0.0
30,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: who plays the evil doctor in wonder woman
Answer: ",Ben Affleck,ben affleck,Elena Anaya,0,0.0,0.1938124999996944,5.3899450588809686e-05,1.5825988491484184e-05,0.0,0.0,0.0
31,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: who starred in the movie summer of 42
Answer: ",Tom Hanks Diane Keaton and Robert De Niro.,tom hanks diane keaton and robert de niro,Jennifer O'Neill,0,0.0,0.42212109999854874,0.00011742151256215873,3.447737381663037e-05,0.0,0.0,0.0
32,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: who won the most medals in the 1924 winter olympics
Answer: ",The United States won the most medals at the 1924 Winter Olympics., united states won most medals at 1924 winter olympics,Norway,0,0.0,0.3344797000008839,9.33803203493114e-05,2.7418384770811167e-05,0.0,0.0,0.0
33,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: where was uncle tom's cabin first published
Answer: ",Uncle Tom's Cabin was first published in 1852 in London by Chapman and Hall.,uncle toms cabin was first published in 1852 in london by chapman and hall,"in The National Era, an abolitionist periodical, starting with the June 5, 1851, issue",0,0.08,0.3307419000011578,9.285253796068657e-05,2.7263416994384172e-05,0.0,0.0,0.0
34,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: when did the name of bombay change to mumbai
Answer: ",1947,1947,1995,0,0.0,0.210077600000659,5.7789388887969114e-05,1.6968154470590877e-05,0.0,0.0,0.0
35,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: who is the guy who walked across the twin towers
Answer: ",The guy who walked across the Twin Towers was Osama bin Laden., guy who walked across twin towers was osama bin laden,Philippe Petit,0,0.0,0.289228000001458,8.069805229543796e-05,2.3694609740195387e-05,0.0,0.0,0.0
36,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: where do the royalties for winnie the pooh go
Answer: ",The royalties for Winnie the Pooh go to the Walt Disney Company., royalties for winnie pooh go to walt disney company,the Slesinger family,0,0.0,0.33682819999921776,9.409088485165645e-05,2.76270211393404e-05,0.0,0.0,0.0
37,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: all the motor neurons that control the skeletal muscles are
Answer: ",All the motor neurons that control the skeletal muscles are part of the **motor neuron system**.,all motor neurons that control skeletal muscles are part of motor neuron system,Somatic motor neurons,0,0.25,0.3272141000015836,9.091962075754838e-05,2.6695872704457627e-05,0.0,0.0,0.0
38,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: where was a time for choosing speech given
Answer: ",Washington D.C.,washington dc,"part of a pre-recorded television program, Rendezvous with Destiny",0,0.0,0.29179279999880237,8.190706991073048e-05,2.40496022059181e-05,0.0,0.0,0.0
39,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: what was the purpose of a revival meeting during the second great awakening
Answer: ",To revive spiritual interest and address perceived religious decline.,to revive spiritual interest and address perceived religious decline,evangelizing,0,0.0,0.34583519999978307,9.655282524802343e-05,2.8349897531474034e-05,0.0,0.0,0.0
40,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: when was catch me if you can made
Answer: ",April 20 2002,april 20 2002,2002,0,0.5,0.3062488999985362,8.648041607185507e-05,2.5392430804778766e-05,0.0,0.0,0.0
41,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: when was the first australian prime minister elected
Answer: ",1901,1901,1901,1,1.0,0.3279281000013725,9.195125907923715e-05,2.699878295730926e-05,0.0,0.0,0.0
42,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: who was on the first season of dwts
Answer: ",The first season of DWTS featured the following contestants:  - **Morgan Freeman**  - **Lori Loughlin**  - **Natalie Maines**  - **Chad Allen**  - **Tina Fey**  - **Eli Brown**  - **Sarah Hyland**  - **Morgan Hanks**  - **Evan Esar**  - **Jillian Scott**  - **Brenna Smith**, brenna smith,Trista Sutter,0,0.0,0.6361230000002251,0.00019117358956377935,5.613250219177991e-05,0.0,0.0,0.0
43,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: when was the minimum wage established in the united states
Answer: ",1933,1933,1933,1,1.0,0.1955653999993956,5.495159599668596e-05,1.6134920047084768e-05,0.0,0.0,0.0
44,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: who sings theme tune to orange is the new black
Answer: ",Adele,adele,Spektor,0,0.0,0.32002469999861205,8.62452141216611e-05,2.532337066935473e-05,0.0,0.0,0.0
45,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: when did the the regulatory reform (fire safety) order 2005 first come into effect
Answer: ",1 July 2005,1 july 2005,1 October 2006,0,0.3333333333333333,0.35487300000022515,9.867349812233016e-05,2.8972570752376008e-05,0.0,0.0,0.0
46,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: what are the parts of a domain name called
Answer: ",The parts of a domain name are called **segments**., parts of domain name are called segments,top-level domain,0,0.22222222222222224,0.3394553000016458,9.506657561318812e-05,2.7913504036560385e-05,0.0,0.0,0.0
47,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: who sings stop listen what's that sound
Answer: ","The song ""Stop Listen What's That Sound"" is performed by The Police.", song stop listen whats that sound is performed by police,Buffalo Springfield,0,0.0,0.3431737000009889,9.589135991433927e-05,2.815567768982365e-05,0.0,0.0,0.0
48,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: what is the short story the gift of the magi about
Answer: ","The short story ""The Gift of the Magi"" is about a young couple who despite their financial struggles sacrifice their most valuable possessions to buy each other gifts. Jim sells his watch and Lisa sells her hair to buy Jim a gift. The story highlights themes of love sacrifice and the true value of a relationship.", short story gift of magi is about young couple who despite their financial struggles sacrifice their most valuable possessions to buy each other gifts jim sells his watch and lisa sells her hair to buy jim gift story highlights themes of love sacrifice and true value of relationship,a young husband and wife and how they deal with the challenge of buying secret Christmas gifts for each other with very little money,0,0.17142857142857143,0.4743835000008403,0.00014173846190521238,4.1617330833763106e-05,0.0,0.0,0.0
49,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: who played mark on the show the rifleman
Answer: ",Jared Leto,jared leto,John Ernest Crawford,0,0.0,0.16340800000034506,4.392773215145778e-05,1.2898086638944409e-05,0.0,0.0,0.0
50,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: who starred in the movie natural born killers
Answer: ",Tim Robbins Jeff Bridges and Susan Sarandon.,tim robbins jeff bridges and susan sarandon,Woody Harrelson,0,0.0,0.3364270000001852,9.430069955382704e-05,2.7688627056017133e-05,0.0,0.0,0.0
51,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: who wants a heart in the wizard of oz
Answer: ",The Wizard of Oz., wizard of oz,Tin Woodman,0,0.0,0.3257232000014483,9.128723229600641e-05,2.6803811021331335e-05,0.0,0.0,0.0
52,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: when did the song the joker come out
Answer: ",November 1983,november 1983,October 1973,0,0.0,0.3100503999994544,8.708999341840405e-05,2.5571415265024017e-05,0.0,0.0,0.0
53,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: when did the us stop drafting for the vietnam war
Answer: ",November 1973.,november 1973,1973,0,0.6666666666666666,0.3592176999991352,0.00010090535043605734,2.9627888545894888e-05,0.0,0.0,0.0
54,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: who performed the halftime show at super bowl 51
Answer: ",Katy Perry,katy perry,Lady Gaga,0,0.0,0.292545300000711,8.129590274365538e-05,2.387015094163171e-05,0.0,0.0,0.0
55,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: when was the first episode of scooby doo
Answer: ",The first episode of Scooby-Doo aired on April 1 1969., first episode of scoobydoo aired on april 1 1969,"September 13, 1969",0,0.16666666666666666,0.41353629999866826,0.00011474495569791538,3.3691481610539636e-05,0.0,0.0,0.0
56,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: when is last time the astros won the world series
Answer: ",2017,2017,2017,1,1.0,0.2344295000002603,6.337958793395135e-05,1.860955201361497e-05,0.0,0.0,0.0
57,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: who is the speaker in shooting an elephant
Answer: ",T.E. Hulme,te hulme,"possibly Orwell himself, called upon to shoot an aggressive elephant while working as a police officer in Burma",0,0.0,0.21705590000055963,6.018974301831664e-05,1.767294786694979e-05,0.0,0.0,0.0
58,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: when were 2 dollar bills stopped being made
Answer: ",1992,1992,current denomination of U.S. currency,0,0.0,0.3212282000004052,9.005005960251969e-05,2.6440551644933083e-05,0.0,0.0,0.0
59,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: who sings the song it ain't me
Answer: ","The song ""It Ain't Me"" is performed by **The Pointer Sisters**.", song it aint me is performed by pointer sisters,Selena Gomez,0,0.0,0.3602606000004016,0.00010081579291513457,2.960159261374778e-05,0.0,0.0,0.0
60,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: method used by a writer to develop a character
Answer: ",Character development through description.,character development through description,Anthropomorphism,0,0.0,0.25935129999925266,7.140393943771664e-05,2.0965666837846203e-05,0.0,0.0,0.0
61,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: which organization is the major voice of the legal profession
Answer: ",The major voice of the legal profession is the **American Bar Association (ABA)**., major voice of legal profession is american bar association aba,National Legal Aid & Defender Association,0,0.26666666666666666,0.3753237999990233,0.00010502334799521338,3.0837017419514497e-05,0.0,0.0,0.0
62,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: who painted the ceiling of the florence cathedral
Answer: ",Giovan Battista Tiepolo,giovan battista tiepolo,Giorgio Vasari,0,0.0,0.26306490000024496,7.390200661267731e-05,2.1699150796031295e-05,0.0,0.0,0.0
63,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: why does prince edward island have red sand
Answer: ",The red sand on Prince Edward Island is due to the presence of iron oxide which is common in coastal areas and is formed through the weathering of rocks., red sand on prince edward island is due to presence of iron oxide which is common in coastal areas and is formed through weathering of rocks,sedimentary rock and other material with a high iron concentration which oxidizes upon exposure to the air,0,0.1951219512195122,0.39187700000002224,0.00011253979998226007,3.3044002487902026e-05,0.0,0.0,0.0
64,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: when are two events said to be independent
Answer: ",Two events are said to be independent when the occurrence of one does not affect the probability of the other.,two events are said to be independent when occurrence of one does not affect probability of other,if the occurrence of one does not affect the probability of occurrence of the other.,0,0.5517241379310345,0.3046079000014288,8.5565123379716e-05,2.5123682024338694e-05,0.0,0.0,0.0
65,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: when did jack mccoy join law and order
Answer: ",April 1985,april 1985,1994,0,0.0,0.3001055999993696,8.272712479463533e-05,2.4290387204898366e-05,0.0,0.0,0.0
66,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: who did the music for your lie in april
Answer: ",Leonard Bernstein.,leonard bernstein,Masaru Yokoyama,0,0.0,0.3140239999993355,8.790134452957971e-05,2.580964465711887e-05,0.0,0.0,0.0
67,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: when is the next episode of flash airing
Answer: ",The next episode of Flash is airing on October 12 2023., next episode of flash is airing on october 12 2023,"May 8, 2018",0,0.0,0.3930895000012242,0.00011035989561586723,3.240393768133734e-05,0.0,0.0,0.0
68,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: what is the first basic process in the light reaction of photosynthesis
Answer: ",Light absorption,light absorption,energy from light is absorbed by proteins called reaction centres that contain green chlorophyll pigments,0,0.11764705882352941,0.13598979999915173,3.702703469393956e-05,1.0871899778914128e-05,0.0,0.0,0.0
69,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: what is the longest pier in the uk
Answer: ",The longest pier in the UK is the North Sea Pier in Scarborough England., longest pier in uk is north sea pier in scarborough england,Southend Pier,0,0.15384615384615385,0.31226020000030985,8.715353578032651e-05,2.5590072610832203e-05,0.0,0.0,0.0
70,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: who did cora marry in once upon a time
Answer: ",Cora married Liam.,cora married liam,Henry,0,0.0,0.2416641999989224,6.901490605619036e-05,2.02641974464373e-05,0.0,0.0,0.0
71,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: when does the cannes film festival take place
Answer: ",The Cannes Film Festival takes place in June., cannes film festival takes place in june,"Cannes, France",0,0.22222222222222224,0.3431938000012451,9.677889810006777e-05,2.8416277175711697e-05,0.0,0.0,0.0
72,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: who is the voice of the other mother in coraline
Answer: ",Morgan Freeman,morgan freeman,Teri Hatcher,0,0.0,0.1787492999992537,4.7917570778504676e-05,1.406958541128315e-05,0.0,0.0,0.0
73,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: how many strong verbs are there in german
Answer: ",There are 12 strong verbs in German.,there are 12 strong verbs in german,more than 200 strong,0,0.18181818181818182,0.3117372999986401,8.732343268417385e-05,2.5639957840007155e-05,0.0,0.0,0.0
74,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: where was held the first session of muslim league
Answer: ",London England.,london england,"Dhaka, Bangladesh",0,0.0,0.3139780999990762,8.806152732562171e-05,2.585667762422709e-05,0.0,0.0,0.0
75,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: where is the emerald ash borer found in the us
Answer: ",The emerald ash borer is found in the United States primarily in the Midwest and East Coast regions., emerald ash borer is found in united states primarily in midwest and east coast regions,Michigan and surrounding states and provinces,0,0.19047619047619044,0.3893309999984922,0.00010887731136361329,3.1968620418220416e-05,0.0,0.0,0.0
76,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: when does the champions league quarter finals start
Answer: ",The Champions League quarter finals typically start in early March., champions league quarter finals typically start in early march,16 March 2018,0,0.16666666666666666,0.27431979999892064,7.711626766816676e-05,2.264292402409019e-05,0.0,0.0,0.0
77,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: who is the head a in pretty little liars
Answer: ",The head of the group in *Pretty Little Liars* is **Morgan Freeman**., head of group in pretty little liars is morgan freeman,CeCe Drake,0,0.0,0.37762759999895934,0.00010476573394060271,3.076137662876478e-05,0.0,0.0,0.0
78,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: how much energy does coal produce in the us
Answer: ",The U.S. produces approximately 3.3 quadrillion BTUs (quadrillion Btu) of energy from coal annually., us produces approximately 33 quadrillion btus quadrillion btu of energy from coal annually,16.5 quadrillion BTUs,0,0.25,0.3339460000006511,9.367698791781753e-05,2.750549247735891e-05,0.0,0.0,0.0
79,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: who played adaline in the age of adaline
Answer: ",Morgan Freeman,morgan freeman,Adaline Bowman,0,0.0,0.1743649000000005,4.866734286423349e-05,1.4289733933584487e-05,0.0,0.0,0.0
80,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: what is the poorest county in the state of florida
Answer: ",Broward County.,broward county,Union,0,0.0,0.2638877000008506,7.250898891829115e-05,2.1290132118494602e-05,0.0,0.0,0.0
81,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: when did how you remind me come out
Answer: ",April 20 2013,april 20 2013,"August 21, 2001",0,0.0,0.3482499000001553,9.750508064740348e-05,2.8629499323828314e-05,0.0,0.0,0.0
82,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: in a microsoft access table what does a row of information represent
Answer: ",A row of information in a Microsoft Access table represents a record., row of information in microsoft access table represents record,"a single, implicitly structured data item in a table",0,0.25,0.3140843999990466,8.758419024399107e-05,2.5716521628610812e-05,0.0,0.0,0.0
83,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: once upon time in india kis film ka tag line hai
Answer: ","The tagline of the film ""Once Upon Time in India"" is ""Once upon time in India.""", tagline of film once upon time in india is once upon time in india,Lagaan (English: Taxation; also called Lagaan: Once Upon a Time in India),0,0.4,0.3711265000001731,0.00010315048837807943,3.028710727343444e-05,0.0,0.0,0.0
84,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: who plays jimmy's mom in 8 mile
Answer: ",Brenda Echlin,brenda echlin,Kim Basinger,0,0.0,0.2712337999982992,7.420334298311592e-05,2.1787629358957815e-05,0.0,0.0,0.0
85,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: who invented the cornell method of note taking
Answer: ",The Cornell Method of Note Taking was developed by Benjamin Franklin Cornell., cornell method of note taking was developed by benjamin franklin cornell,"Walter Pauk, an education professor at Cornell University",0,0.1111111111111111,0.3972197999992204,0.00011109687600333651,3.2620330297646496e-05,0.0,0.0,0.0
86,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: tujhe dekha toh yeh jana sanam movie name
Answer: ","The movie is ""Tujhe Dekha Toh Yeh Jana Sanam"".", movie is tujhe dekha toh yeh jana sanam,Dilwale Dulhania Le Jayenge,0,0.0,0.33228919999965,9.311513913327099e-05,2.734052210565657e-05,0.0,0.0,0.0
