qid,original_pred,pred,gold,em,f1,inference_duration (s),inference_energy_consumed (kWh),inference_emissions (kg),retrieval_duration (s),retrieval_energy_consumed (kWh),retrieval_emissions (kg)
18,Roger O. Egeberg was Assistant Secretary for Health and Scientific Affairs during the Nixon administration which served from 1969 to 1974.  Answer: 1969–1974,1969–1974,1969 until 1974,0,0.0,35.841859800042585,0.011425717307042154,0.00335482585875824,0.08994699991308153,2.4224602306147367e-05,7.112842025656275e-06
19,Robert Erskine Childers was the English writer.,Robert Erskine Childers was the English writer.,Robert Erskine Childers DSC,0,0.6,35.35149549995549,0.01125629367429077,0.0033050795917217903,0.04058989998884499,1.072081662973182e-05,3.147852505878297e-06
20,Sergio Pérez,Sergio Pérez,Pedro Rodríguez,0,0.0,251.2338110001292,0.08072224955096081,0.023701714552642392,0.16354400012642145,4.462526643763137e-05,1.3102897067711392e-05
21,"The singer of ""A Rather Blustery Day "" Jim Cummings did not voice any hedgehog in the provided context.  Answer: None",None,Sonic,0,0.0,128.64760920009576,0.04176839092299709,0.012264059593075019,0.05204749992117286,1.3902766632640527e-05,4.082138543609565e-06
22,The keyboard's function keys can control Front Row in addition to the Apple Remote.   Answer: Keyboard function keys,Keyboard function keys,keyboard function keys,1,1.0,51.28082129987888,0.016658616872597773,0.004891312917473632,0.05824579996988177,1.5522522232236545e-05,4.557732138686872e-06
23,Badly Drawn Boy has a higher instrument-to-person ratio than Wolf Alice.,Badly Drawn Boy has a higher instrument-to-person ratio than Wolf Alice.,Badly Drawn Boy,0,0.4615384615384615,101.08201560005546,0.03284302129477555,0.009643387295391102,0.04300689999945462,1.1403306191046643e-05,3.3482454936533696e-06
24,The father of Kasper Schmeichel Peter Schmeichel was voted the IFFHS World's Best Goalkeeper in 1992.  Answer: The IFFHS World's Best Goalkeeper in 1992.,The IFFHS World's Best Goalkeeper in 1992.,World's Best Goalkeeper,0,0.6666666666666666,31.298935800092295,0.010194917652077211,0.0029934377376919013,0.04568720003589988,1.2252647407803528e-05,3.5976295629694368e-06
25,"The writer of ""These Boots Are Made for Walkin'"" is Lee Hazlewood and James A. Shoulders died in 2007.  Answer: Lee Hazlewood; James A. Shoulders",Lee Hazlewood; James A. Shoulders,Barton Lee Hazlewood,0,0.5714285714285715,23.84923249995336,0.007746702409519431,0.0022745913333198373,0.0558555000461638,1.4974330152819625e-05,4.396771656804406e-06
26,The question asks for the founding year of Virginia Commonwealth University (VCU) based on the provided context about their basketball teams. The context does not explicitly state when VCU was founded but mentions the number of seasons each team represents. For example the 2014–15 team is noted as their 47th season suggesting the program began in 1968. However this refers to the sports program not the university itself.  From general knowledge VCU was established in 1838 as the Richmond Male Classical Institute. Therefore despite the context's lack of direct information the correct founding year is:  **Answer:** 1838,"The question asks for the founding year of Virginia Commonwealth University (VCU) based on the provided context about their basketball teams. The context does not explicitly state when VCU was founded but mentions the number of seasons each team represents. For example, the 2014–15 team is noted as their 47th season, suggesting the program began in 1968. However, this refers to the sports program, not the university itself.

From general knowledge, VCU was established in 1838 as the Richmond Male Classical Institute. Therefore, despite the context's lack of direct information, the correct founding year is:

**Answer:** 1838",1838,0,0.023255813953488372,180.25387350004166,0.058523574477724806,0.017183726476745972,0.14604819985106587,3.9697765754001715e-05,1.1656081408942994e-05
27,No only Huernia is described as a genus in the context; Dictyosperma is not mentioned.  Answer: No.,No.,yes,0,0.0,33.13947199983522,0.010774982072507261,0.0031637565951525997,0.0633996999822557,1.7239239653520145e-05,5.061795721071611e-06
28,Henry J. Kaiser founded Kaiser Ventures corporation and was known as the father of modern American shipbuilding.  Answer: Henry J. Kaiser,Henry J. Kaiser,Henry J. Kaiser,1,1.0,24.68762640003115,0.00802889849220836,0.0023574499136613616,0.09474400011822581,2.5535810671783566e-05,7.497839799804358e-06
29,"The name for the adventure in ""Tunnels and Trolls"" designed by Ken St. Andre is **Crusaders of Khazan**.","The name for the adventure in ""Tunnels and Trolls"" designed by Ken St. Andre is **Crusaders of Khazan**.",Arena of Khazan,0,0.21052631578947367,33.38957079988904,0.010858131873362238,0.003188171088751784,0.04935309989377856,1.3391647416616099e-05,3.932063417755529e-06
30,March 14 2000,"March 14, 2000",2000,0,0.5,28.0210078000091,0.009113266835077755,0.0026758427864514924,0.0797568999696523,2.146693114294496e-05,6.303132991234318e-06
31,Buck-Tick is from Japan.,Buck-Tick is from Japan.,"Fujioka, Gunma",0,0.0,25.604076999938115,0.008337077074022172,0.0024479374907299093,0.0268051999155432,6.9383361182796455e-06,2.03723834581609e-06
32,Charles Nungesser and François Coli flew L'Oiseau Blanc.,Charles Nungesser and François Coli flew L'Oiseau Blanc.,Charles Eugène,0,0.2,34.76046989997849,0.011286782173667726,0.0033140316429021138,0.029398600105196238,7.691613926241793e-06,2.258416220348533e-06
33,No only Freakonomics is an American documentary; In the Realm of the Hackers is Australian.,"No, only Freakonomics is an American documentary; In the Realm of the Hackers is Australian.",no,0,0.0,24.686108499998227,0.008030048821484847,0.0023577876740224083,0.024827799992635846,6.438144460682654e-06,1.8903717761165857e-06
34,Screaming Trees had more members as per the given context.  Answer: Screaming Trees,Screaming Trees,Letters to Cleo,0,0.0,38.72117909998633,0.01257536665679357,0.00369238657931567,0.06256910017691553,1.5377702783896693e-05,4.515210166797877e-06
35,The Russian Civil War ended in 1923 when Red control of the Soviet Union was assured.,The Russian Civil War ended in 1923 when Red control of the Soviet Union was assured.,October 1922,0,0.0,21.099878799868748,0.0068661656287734105,0.002016047604094734,0.04452039999887347,1.1770201682682254e-05,3.4559735644364907e-06
36,The provided context does not specify the year Carlo Rovelli began working in France.,The provided context does not specify the year Carlo Rovelli began working in France.,2000,0,0.0,38.590267800027505,0.01252914606425327,0.0036788152616561865,0.06547489995136857,1.774278075072415e-05,5.20964575520525e-06
37,The Livesey Hall War Memorial commemorates the fallen of World War II which had over 60 million casualties.  Answer: World War II,World War II,World War II,1,1.0,46.21452449983917,0.01500229173421538,0.004404981752835789,0.037230600137263536,9.808463330328878e-06,2.879966791668136e-06
38,No only Gerald R. Ford International Airport is in Michigan; Elko Regional Airport is in Nevada.,"No, only Gerald R. Ford International Airport is in Michigan; Elko Regional Airport is in Nevada.",no,0,0.0,26.652335199993104,0.008675715099482091,0.0025473685876179412,0.07732660020701587,2.071436836849898e-05,6.08216506526488e-06
39,Ralph Hefferline was a psychology professor at Columbia University which is located in New York City.  Answer: New York,New York,New York City,0,0.8,11.678165399935097,0.0038100251805133246,0.0011187018420478565,0.07548220013268292,2.0205816655005848e-05,5.932843811019334e-06
40,The Scotch Collie's ancestors include Gordon and Irish Setters.   Answer: Scotch Collie,Scotch Collie,Scotch Collie,1,1.0,35.54996480001137,0.011570815637508492,0.0033974297161817996,0.038492799969390035,1.0069530573673544e-05,2.956621509731885e-06
41,The company Sachin Warrier worked for as a software engineer Tata Consultancy Services (TCS) is headquartered in Mumbai India.  Answer: Mumbai India,"Mumbai, India",Mumbai,0,0.6666666666666666,32.9409558000043,0.01072708486467655,0.003149692988722065,0.04911229992285371,1.3004536082088534e-05,3.818399559251779e-06
42,"The creator of ""I""s (Aizu) Masakazu Katsura was born in 1962.  Answer: 1962",1962,1962,1,1.0,43.00690919999033,0.014027252011966017,0.004118690014154096,0.22332850005477667,6.115498336438224e-05,1.795636230701315e-05
43,The Battle of Adwa secured Ethiopian sovereignty and independence from Italian colonization.,The Battle of Adwa secured Ethiopian sovereignty and independence from Italian colonization.,sovereignty,0,0.16666666666666669,33.20815880014561,0.010831620651787333,0.0031803868482269512,0.0397788998670876,1.059654337285944e-05,3.111363318853636e-06
44,Nelson Rockefeller,Nelson Rockefeller,Nelson Rockefeller,1,1.0,57.2018997000996,0.01866762726091908,0.005481199733341218,0.060166200157254934,1.4793957416860494e-05,4.343810507622314e-06
45,The medieval fortress in Dirleton East Lothian Scotland borders the south side of **Yellowcraig** (also known as Broad Sands Bay).,"The medieval fortress in Dirleton, East Lothian, Scotland, borders the south side of **Yellowcraig** (also known as Broad Sands Bay).",Yellowcraig,0,0.10526315789473684,36.66943920007907,0.011953646125782503,0.0035098366300821728,0.07526519987732172,2.0242183917926265e-05,5.943521988220732e-06
46,"Gene Autry and Jean Aiken wrote the song ""To Know Him Is to Love Him "" which was the first track on the ""Back to Mono"" box set.","Gene Autry and Jean Aiken wrote the song ""To Know Him Is to Love Him,"" which was the first track on the ""Back to Mono"" box set.",Phil Spector,0,0.0,43.273832799866796,0.014144383411577732,0.004153082204835002,0.057845199946314096,1.5456308345172446e-05,4.538290378089957e-06
47,The former Soviet statesman who initiated a forum was **David Jonathan Waksberg** who organized public and political activities on behalf of Soviet Jewry through the Center for Jewish Renewal (CJR) which functioned as a forum for raising awareness and coordinating aid.   Answer: David Waksberg initiated forums related to Soviet Jewry issues through his work with the Center for Jewish Renewal.,David Waksberg initiated forums related to Soviet Jewry issues through his work with the Center for Jewish Renewal.,Organizations could come together to address global issues,0,0.15999999999999998,192.25670759985223,0.06268588619666937,0.01840586690011538,0.03473119996488094,9.164130642816163e-06,2.6907774476977097e-06
48,Yes both Ferocactus and Silene are plant genera each belonging to different families within the plant kingdom.,"Yes, both Ferocactus and Silene are plant genera, each belonging to different families within the plant kingdom.",yes,0,0.0,35.75511180004105,0.011641474645522669,0.003418176655815433,0.030426899902522564,8.004504991953985e-06,2.3502874797204686e-06
49,The English Electric Canberra was not used in the South West Pacific theatre during WWII as it entered service post-war.  Answer: None; the English Electric Canberra was introduced after WWII.,None; the English Electric Canberra was introduced after WWII.,English Electric Canberra,0,0.5454545454545454,161.13415850000456,0.05232532936698287,0.015363794089339307,0.08979439991526306,2.4146687810689902e-05,7.0899647255176055e-06
50,The Buffaloes had a conference record of 2-6 in their final season with the Big 12 in 2010 which would be their 14th season as part of that conference within the NCAA Division.  **Answer:** In 2010 while part of the Big 12 conference the Buffaloes had a 2-6 record.,"The Buffaloes had a conference record of 2-6 in their final season with the Big 12 in 2010, which would be their 14th season as part of that conference within the NCAA Division.

**Answer:** In 2010, while part of the Big 12 conference, the Buffaloes had a 2-6 record.",2009 Big 12 Conference,0,0.13043478260869565,417.1072250001598,0.13542064681401095,0.03976229023812784,0.11106629995629191,3.0072257338972325e-05,8.829833947478778e-06
51,Carrefour operated 1 462 hypermarkets at the end of 2016.  Answer: 1 462,"1,462","1,462",1,1.0,53.40549200004898,0.01732782855097343,0.005087807245423958,0.05906559992581606,1.5775672797999757e-05,4.632062357207004e-06
52,The Indianapolis Motor Speedway in Indiana hosts the Indianapolis 500 every May.  Answer: The Indianapolis Motor Speedway.,The Indianapolis Motor Speedway.,Indianapolis Motor Speedway,1,1.0,45.76625710004009,0.014860846658298442,0.00436345056616905,0.03314459999091923,8.734042231096988e-06,2.5644946344253698e-06
53,"The city where the ""Prince of tenors"" starred in a film based on a Puccini opera isn't explicitly mentioned in the provided context. However considering the operas' settings and typical filming locations it could be Rome or another major Italian city.  Answer: Rome",Rome,Rome,1,1.0,161.44093030015938,0.052434215885088044,0.015395765413046417,0.10080250003375113,2.713192004101883e-05,7.966490374767949e-06
54,Ellie Goulding collaborated with Max Martin Savan Kotecha Ilya Salmanzadeh Tove Lo and Ali Payami on her third studio album Delirium.,"Ellie Goulding collaborated with Max Martin, Savan Kotecha, Ilya Salmanzadeh, Tove Lo, and Ali Payami on her third studio album, Delirium.","Max Martin, Savan Kotecha and Ilya Salmanzadeh",0,0.5,60.547358399955556,0.0196656305928297,0.005774234060643979,0.06593569996766746,1.664012506416586e-05,4.885883341768626e-06
55,Adelaide,Adelaide,"Marion, South Australia",0,0.0,256.6320438000839,0.0833881322379279,0.024484472600501742,0.0954329997766763,2.572008561377288e-05,7.55194671702398e-06
56,D1NZ is based on controlled oversteering techniques used in drifting.,D1NZ is based on controlled oversteering techniques used in drifting.,Drifting,0,0.18181818181818182,57.3155702999793,0.01863793199732274,0.005472480592518939,0.057229100028052926,1.5354163957555204e-05,4.508298682715686e-06
57,Keith Bostic is younger than Jerry Glanville.  Answer: Keith Bostic is younger.,Keith Bostic is younger.,Keith Bostic,0,0.6666666666666666,135.46268630004488,0.04402108192049865,0.012925496053222007,0.02316500013694167,6.004823902104463e-06,1.7631399379759999e-06
58,The population of Kirton (in Nottinghamshire) according to the 2001 census was 273.,The population of Kirton (in Nottinghamshire) according to the 2001 census was 273.,"35,124",0,0.0,112.07389379991218,0.03642722075520092,0.010695782056232178,0.13275240012444556,3.6292863173415906e-05,1.0656331903775249e-05
59,Yes both Cypress (genus Cupressus) and Ajuga are genera.,"Yes, both Cypress (genus Cupressus) and Ajuga are genera.",no,0,0.0,27.565634599886835,0.008968278038431365,0.002633271090412789,0.023068999871611595,4.9103522246393065e-06,1.4417805181192218e-06
60,He was the shortest player in NBA history.,He was the shortest player in NBA history.,shortest player ever to play in the National Basketball Association,0,0.375,42.746052500093356,0.013904957333284397,0.004082781778425494,0.1133254999294877,3.0912869217133395e-05,9.076654903244586e-06
61,Steven Spielberg,Steven Spielberg,Ronald Shusett,0,0.0,194.32976599992253,0.06312202989084385,0.018533927668995868,0.06053979997523129,1.615307948603812e-05,4.742876731681246e-06
62,Virginia Woolf was born earlier than Emma Bull.  Answer: Virginia Woolf was born earlier.,Virginia Woolf was born earlier.,Adeline Virginia Woolf,0,0.5,50.65978160011582,0.016455228883838297,0.004831594016181494,0.09762070002034307,2.6615973643904706e-05,7.814997889153521e-06
63,"The Roud Folk Song Index number for the nursery rhyme inspiring ""What Are Little Girls Made Of?"" is not listed in the provided context.","The Roud Folk Song Index number for the nursery rhyme inspiring ""What Are Little Girls Made Of?"" is not listed in the provided context.",821,0,0.0,198.95760799990967,0.06459734266043683,0.018967109875082502,0.038352999836206436,1.0095852772550038e-05,2.9643502493004555e-06
64,Halliburton operates in over 100 countries.,Halliburton operates in over 100 countries.,more than 70 countries,0,0.2,43.749546699924394,0.014217895469072015,0.0041746668585407555,0.03278160002082586,8.63533840734792e-06,2.535513159444574e-06
65,"Rose McGowan was best known for her role in ""Charmed.""  Answer: Charmed",Charmed,Charmed,1,1.0,56.616707199951634,0.018404131756770446,0.005403832027907131,0.10486680013127625,2.834545180480619e-05,8.322808287435812e-06
66,The organization recognized by the larger Australian National Boxing Hall of Fame.,The organization recognized by the larger Australian National Boxing Hall of Fame.,International Boxing Hall of Fame,0,0.5333333333333333,64.29049149993807,0.020916620645348192,0.006141550498155669,0.059101999970152974,1.578490170412705e-05,4.634772154070682e-06
67,"The provided context does not include information about an album named ""Confessions"" or a song that was stuck behind another for eight consecutive weeks as its lead single. Therefore the answer cannot be determined from the given data.  Answer: The information is not available in the provided context.",The information is not available in the provided context.,Usher,0,0.0,161.16519169998355,0.05238621404374362,0.015381671084061835,0.10745580005459487,2.9071134593775442e-05,8.535883696205933e-06
68,"The question asks for the younger brother of the episode guest stars of ""The Hard Easy."" Based on the context the guest stars are Brian Doyle-Murray and Jonathan Katz. However the context does not provide information about their siblings or any character's younger brother in the episode. Therefore the answer is that there isn't enough information provided to determine this from the given context.  Answer: There isn't enough information provided to determine the younger brother of the guest stars in ""The Hard Easy.""","There isn't enough information provided to determine the younger brother of the guest stars in ""The Hard Easy.""",Bill Murray,0,0.0,148.13658960000612,0.04811813816185994,0.01412847612475188,0.03845759993419051,1.0097033891333414e-05,2.9646970500946863e-06
69,The 2017–18 Wigan Athletic F.C. season will see the team compete in the league cup known as the **First Citizens Cup** for sponsorship reasons.  Answer: First Citizens Cup,First Citizens Cup,Carabao Cup,0,0.4,396.6161252998281,0.12876159862309453,0.03780705657837025,0.13964009983465075,3.797131019227006e-05,1.1149158508012782e-05
70,Tara Strong's major voice role in an animated series based on DC Comics' Teen Titans is as **Raven**.,Tara Strong's major voice role in an animated series based on DC Comics' Teen Titans is as **Raven**.,Teen Titans Go!,0,0.2,32.48107259999961,0.010563674547231106,0.003101712354874597,0.12024710001423955,3.266138462538113e-05,9.590055029327811e-06
71,The inhabitants of Strasbourg where the 122nd SS-Standarte was formed are known as Strasbourgeois.,"The inhabitants of Strasbourg, where the 122nd SS-Standarte was formed, are known as Strasbourgeois.","276,170 inhabitants",0,0.14285714285714285,59.86194079997949,0.019441325775036374,0.005708373547666532,0.0382213001139462,1.0069074498541238e-05,2.9564875966823777e-06
72,Orange,Orange,orange,1,1.0,36.30159300006926,0.011800718094979729,0.00346493381142501,0.050371300196275115,1.3301368333244075e-05,3.905555620016232e-06
73,"The name of the 1996 loose adaptation of William Shakespeare's ""Romeo & Juliet"" written by James Gunn is **""Tromeo and Juliet.""**","The name of the 1996 loose adaptation of William Shakespeare's ""Romeo & Juliet"" written by James Gunn is **""Tromeo and Juliet.""**",Tromeo and Juliet,0,0.2857142857142857,46.60524609987624,0.015142842654279757,0.0044462503969334,0.04100620001554489,1.1221364214044469e-05,3.2948235829901082e-06
74,Bill Clinton.,Bill Clinton.,William Jefferson Clinton,0,0.4,30.481570199830458,0.009904538885468888,0.002908176552868827,0.035974600119516253,9.478385556334009e-06,2.7830491608672375e-06
75,The answer cannot be determined from the provided context as it does not mention an American Hawaiian surfer born on October 18 1992 who won the event.  Answer: Not specified in the context.,Not specified in the context.,John John Florence,0,0.0,221.07220990001224,0.07174078859488843,0.021064572686171745,0.1322512999176979,3.582786289875786e-05,1.0519798248703019e-05
76,The context does not provide Sela Ward's middle name.,The context does not provide Sela Ward's middle name.,Ann,0,0.0,38.52368209999986,0.012516100613409034,0.0036749848486803266,0.04244400002062321,1.1148273290341926e-05,3.2733625828368235e-06
77,The Ais tribe.,The Ais tribe.,Apalachees,0,0.0,60.60588810010813,0.01968812752858496,0.0057808396241973556,0.03649049997329712,9.613480006292876e-06,2.822715672992248e-06
78,Alfred Gell was British and so was Edmund Leach.,"Alfred Gell was British, and so was Edmund Leach.",British,0,0.19999999999999998,41.523075300036,0.013492781979288626,0.003961758607733569,0.02996559999883175,7.892898428960708e-06,2.3175174948280365e-06
79,The King who made the 1925 Birthday Honours King George V was born in 1863.,"The King who made the 1925 Birthday Honours, King George V, was born in 1863.",1865,0,0.0,60.72005070000887,0.0197232901358035,0.005791164089680622,0.10032339999452233,2.7036842274117134e-05,7.938573584738653e-06
80,The county seat of Sullivan County New Hampshire where East Lempster is located is Newport.,"The county seat of Sullivan County, New Hampshire, where East Lempster is located, is Newport.",Newport,0,0.13333333333333333,169.28141409996897,0.05493827856372166,0.0161310097745583,0.07602050015702844,2.0364814549722926e-05,5.97952886670124e-06
81,Bob Seger,Bob Seger,Bob Seger,1,1.0,26.12768639996648,0.008490959290947252,0.0024931204780794317,0.16611520014703274,4.534061928260876e-05,1.3312939392230244e-05
82,The Supreme Court held that the practice of requiring only men to register for the draft was constitutional.   Answer: The practice of requiring only men to register for the draft was found constitutional.,The practice of requiring only men to register for the draft was found constitutional.,Conscription,0,0.0,36.316402999917045,0.011806390323055593,0.0034665992943801985,0.04370469995774329,1.1716518442861142e-05,3.4402110598782183e-06
83,Mondelez International,Mondelez International,"Mondelez International, Inc.",0,0.8,29.607997400220484,0.009611003438999035,0.0028219885018418455,0.07574579981155694,1.8806605182325913e-05,5.5220065126446706e-06
84,Monica Lewinsky,Monica Lewinsky,Monica Lewinsky,1,1.0,52.71991379978135,0.01710737186367723,0.00502307662279411,0.05317740002647042,1.4211777791691323e-05,4.172870582497795e-06
85,Paul Manafort was born on April 1 1949.,"Paul Manafort was born on April 1, 1949.","April 1, 1949",0,0.5454545454545454,29.165715399896726,0.009473535705917356,0.0027816251449256854,0.12332959985360503,3.3996657830726284e-05,9.982118735913476e-06
86,"The context does not mention a novel titled ""Nina"" by Lourenço Mutarelli. Therefore the publication year cannot be determined from the provided information.","The context does not mention a novel titled ""Nina"" by Lourenço Mutarelli. Therefore, the publication year cannot be determined from the provided information.",1866,0,0.0,217.64747789991088,0.07061679468469416,0.020734544930918038,0.07863080012612045,2.105668221677964e-05,6.182675459418882e-06
87,Teide National Park and Garajonay National Park are both located in the Canary Islands of Spain. Specifically Teide is on Tenerife and Garajonay is on La Gomera.,"Teide National Park and Garajonay National Park are both located in the Canary Islands of Spain. Specifically, Teide is on Tenerife and Garajonay is on La Gomera.","Canary Islands, Spain",0,0.20689655172413793,44.11208970006555,0.014317687390470494,0.004203967821395529,0.07213740004226565,1.9303397820072455e-05,5.667875060129701e-06
88,"The context does not provide specific sales figures for Roald Dahl's short story ""Mrs. Bixby and the Colonel's Coat.""","The context does not provide specific sales figures for Roald Dahl's short story ""Mrs. Bixby and the Colonel's Coat.""",250 million,0,0.0,38.15746420016512,0.012398328770260068,0.0036404046105900445,0.02848979993723333,7.434881126715077e-06,2.1830341842366496e-06
89,Director,Director,director,1,1.0,48.807398200035095,0.015843286542633492,0.004651915144809663,0.022231000009924173,5.745343303877032e-06,1.6869510915879565e-06
90,Andrew Jaspan was the co-founder of The Conversation.,Andrew Jaspan was the co-founder of The Conversation.,The Conversation,0,0.2857142857142857,32.38993649999611,0.010521941618647924,0.003089458707754667,0.023620699997991323,6.104988370659864e-06,1.7925502883468535e-06
91,The provided context does not specify who hosted the 18th Independent Spirit Awards in 2002. Therefore based on the given information there is no definitive answer.  Answer: The context does not provide information about the host of the 18th Independent Spirit Awards in 2002.,The context does not provide information about the host of the 18th Independent Spirit Awards in 2002.,John Waters,0,0.0,103.10244320007041,0.03346584269906102,0.009826260483685127,0.07062359992414713,1.889858887427383e-05,5.5490148185600225e-06
92,The Flamingo Hotel in Las Vegas Nevada.,"The Flamingo Hotel in Las Vegas, Nevada.",Las Vegas Strip in Paradise,0,0.5454545454545454,23.88667150004767,0.007760187468286492,0.0022785508242334383,0.08958370005711913,2.404748667290227e-05,7.060837228895309e-06
93,No only the Gibson contains gin; Zurracapote isn't mentioned in the context.  Answer: No.,No.,no,1,1.0,44.868586799828336,0.014571247815733903,0.004278418383103995,0.019600899890065193,5.035075518147399e-06,1.4784018451664565e-06
94,The annual documentary film festival presented by the London Review of Books a fortnightly British journal of literary essays is held in March and April.  Answer: March and April.,March and April.,March and April,1,1.0,56.92997009982355,0.01848636668458138,0.005427977895943197,0.08351450017653406,2.254175070986548e-05,6.618722146794982e-06
95,Tysons Galleria is located in Fairfax County.,Tysons Galleria is located in Fairfax County.,Fairfax County,0,0.4444444444444445,38.028653600020334,0.012354083820941757,0.0036274133824593584,0.05321569996885955,1.4314207866505057e-05,4.202946161515303e-06
