qid,original_pred,pred,gold,em,f1,inference_duration (s),inference_energy_consumed (kWh),inference_emissions (kg),retrieval_duration (s),retrieval_energy_consumed (kWh),retrieval_emissions (kg)
10,"The University of Kansas located in Lawrence with a branch in Kansas City has the fight song titled ""The Old Gold and Black.""  Answer: The Old Gold and Black",The Old Gold and Black,Kansas Song,0,0.0,43.9330495998729,0.014139195528652402,0.004151558935588756,0.0,0.0,0.0
11,Don Jakowsky,Don Jakowsky,David Weissman,0,0.0,396.8236287999898,0.12781371121646778,0.037528737318626035,0.0,0.0,0.0
12,1986,1986,1999,0,0.0,125.08547910000198,0.040268382395924805,0.011823626204102725,0.0,0.0,0.0
13,Yes both Random House Tower and 888 7th Avenue are used for real estate though they serve different purposes: Random House Tower is a residential building while 888 7th Avenue is an office skyscraper.,"Yes, both Random House Tower and 888 7th Avenue are used for real estate, though they serve different purposes: Random House Tower is a residential building, while 888 7th Avenue is an office skyscraper.",no,0,0.0,35.522872200002894,0.011432412153290536,0.0033567916034647574,0.0,0.0,0.0
14,The football manager who recruited David Beckham was Sir Alex Ferguson who managed Manchester United from 1986 to 2013.   Answer: 1986–2013,1986–2013,from 1986 to 2013,0,0.0,33.65499509987421,0.01082179368433645,0.0031775014482444855,0.0,0.0,0.0
15,The country where Brown State Fishing Lake is located is the United States of America with an estimated population of around 330 million inhabitants.,"The country where Brown State Fishing Lake is located is the United States of America, with an estimated population of around 330 million inhabitants.","9,984",0,0.0,41.69011960015632,0.013411774642655788,0.003937973185743697,0.0,0.0,0.0
16,The Vermont Catamounts men's soccer team competed in the **New England Conference (NEC)** from 1988 to 1996.,The Vermont Catamounts men's soccer team competed in the **New England Conference (NEC)** from 1988 to 1996.,the North Atlantic Conference,0,0.1111111111111111,41.260453399969265,0.013278571156172609,0.0038988618994304,0.0,0.0,0.0
17,Yes both Giuseppe Verdi and Ambroise Thomas were opera composers.,"Yes, both Giuseppe Verdi and Ambroise Thomas were opera composers.",yes,0,0.0,24.611498899990693,0.007918811610101722,0.0023251261383677273,0.0,0.0,0.0
18,Lyndon B. Johnson served as President from 1963 to 1969.,Lyndon B. Johnson served as President from 1963 to 1969.,1969 until 1974,0,0.15384615384615383,36.695899199927226,0.01181011766559443,0.0034676937188962012,0.0,0.0,0.0
19,Robert Erskine Childers was from England.,Robert Erskine Childers was from England.,Robert Erskine Childers DSC,0,0.6,34.87536949990317,0.011228466373352028,0.003296908923197443,0.0,0.0,0.0
20,The only Mexican Formula One driver to have achieved a podium finish is Sergio Pérez (born 1985). There are no other Mexican drivers with podiums born in 1990 or later.  Answer: None.,None.,Pedro Rodríguez,0,0.0,266.8248322000727,0.08591019877301222,0.025225003264969934,0.0,0.0,0.0
21,"Roger L. Jackson known for voicing Doug the blue hedgehog in *The Angry Beavers* sang ""A Rather Blustery Day.""","Roger L. Jackson, known for voicing Doug the blue hedgehog in *The Angry Beavers*, sang ""A Rather Blustery Day.""",Sonic,0,0.0,27.745783500140533,0.008933642553888163,0.002623101399000545,0.0,0.0,0.0
22,An iPhone or iPad paired with the Remote app can control Apple TV.,An iPhone or iPad paired with the Remote app can control Apple TV.,keyboard function keys,0,0.0,32.50373039999977,0.010465959298591664,0.0030730211459009124,0.0,0.0,0.0
23,Wolf Alice has a higher instrument-to-person ratio than Badly Drawn Boy.  Answer: Wolf Alice,Wolf Alice,Badly Drawn Boy,0,0.0,44.13166559999809,0.014202716425328329,0.004170209978758587,0.0,0.0,0.0
24,The father of Kasper Schmeichel Peter Schmeichel was voted as the IFFHS World's Best Goalkeeper in 1992.  Answer: The IFFHS voted him as the World's Best Goalkeeper in 1992.,The IFFHS voted him as the World's Best Goalkeeper in 1992.,World's Best Goalkeeper,0,0.5,45.778151700040326,0.014731373390435431,0.004325434548848452,0.0,0.0,0.0
25,"The writers of ""These Boots Are Made for Walkin'"" were Doc Pomus and Mort Shuman. Mort Shuman passed away in 2007.  Answer: Doc Pomus and Mort Shuman wrote the song; Mort Shuman died in 2007.",Doc Pomus and Mort Shuman wrote the song; Mort Shuman died in 2007.,Barton Lee Hazlewood,0,0.0,64.12934549991041,0.020635904370341223,0.0060591264198190525,0.0,0.0,0.0
26,Virginia Commonwealth University (VCU) was founded in 1838.,Virginia Commonwealth University (VCU) was founded in 1838.,1838,0,0.2222222222222222,28.248137900140136,0.009083460566855644,0.002667091052385484,0.0,0.0,0.0
27,Yes both Dictyosperma and Huernia are genera.,"Yes, both Dictyosperma and Huernia are genera.",yes,0,0.0,29.9350703000091,0.009630031779005108,0.0028275756142642993,0.0,0.0,0.0
28,Henry J. Kaiser,Henry J. Kaiser,Henry J. Kaiser,1,1.0,25.96210559993051,0.008354365930491957,0.002453013854969855,0.0,0.0,0.0
29,"The adventure module designed by Ken St. Andre for ""Tunnels and Trolls"" is named **""The Trolls Must Out.""**","The adventure module designed by Ken St. Andre for ""Tunnels and Trolls"" is named **""The Trolls Must Out.""**",Arena of Khazan,0,0.0,64.44398989994079,0.02075082165767255,0.006092868501545499,0.0,0.0,0.0
30,"Poison's album ""Shut Up Make Love"" was released on November 5 1991.  Answer: November 5 1991","November 5, 1991",2000,0,0.0,81.76161919999868,0.026321794194804383,0.0077286207456941135,0.0,0.0,0.0
31,Buck-Tick is from Japan.,Buck-Tick is from Japan.,"Fujioka, Gunma",0,0.0,29.64036750001833,0.009546602196034926,0.0028030789708753303,0.0,0.0,0.0
32,Jean-Aimé Mailland,Jean-Aimé Mailland,Charles Eugène,0,0.0,33.83383379993029,0.010899123535683456,0.0032002070848344065,0.0,0.0,0.0
33,No. Only Freakonomics is American; In the Realm of the Hackers is British.,No. Only Freakonomics is American; In the Realm of the Hackers is British.,no,0,0.0,31.923685800051317,0.010280331430495305,0.00301851698171929,0.0,0.0,0.0
34,Letters to Cleo had more members than Screaming Trees.,Letters to Cleo had more members than Screaming Trees.,Letters to Cleo,0,0.5,52.067075700033456,0.016759129821270233,0.004920825588782118,0.0,0.0,0.0
35,The Russian Civil War ended in 1922 after the Bolshevik victory.,The Russian Civil War ended in 1922 after the Bolshevik victory.,October 1922,0,0.1818181818181818,34.055117999901995,0.01096597665332747,0.0032198365366914476,0.0,0.0,0.0
36,Carlo Rovelli began working in France at CNRS in 1983.   Answer: 1983,1983,2000,0,0.0,36.348901899997145,0.011706404765925051,0.0034372414760874995,0.0,0.0,0.0
37,The Livesey Hal War Memorial commemorates those who fell in **World War II** which caused over 60 million casualties.,"The Livesey Hal War Memorial commemorates those who fell in **World War II**, which caused over 60 million casualties.",World War II,0,0.2857142857142857,37.31772989989258,0.012011350528807665,0.0035267798309535706,0.0,0.0,0.0
38,No Gerald R. Ford International Airport is in Michigan while Elko Regional Airport is in Nevada.,"No, Gerald R. Ford International Airport is in Michigan, while Elko Regional Airport is in Nevada.",no,0,0.0,46.96307469997555,0.015126394283494252,0.004441420816596099,0.0,0.0,0.0
39,Ralph Hefferline was a psychology professor at the University of British Columbia (UBC) which is located in Vancouver.  Answer: Vancouver,Vancouver,New York City,0,0.0,17.060138499829918,0.005488978344612282,0.0016116770609508782,0.0,0.0,0.0
40,The Manchester Terrier's ancestors include Gordon and Irish Setters.   Answer: The Manchester Terrier.,The Manchester Terrier.,Scotch Collie,0,0.0,101.8105845998507,0.032777201738532546,0.009624061318442598,0.0,0.0,0.0
41,The company where Sachin Warrier worked as a software engineer Ola (AI-first data analytics) is headquartered in Bengaluru India.  Answer: Bengaluru India,"Bengaluru, India",Mumbai,0,0.0,39.80877360003069,0.012812963905297856,0.0037621500236432047,0.0,0.0,0.0
42,The creator Syougo Kinugasa was born in 1983.  Answer: 1983,1983,1962,0,0.0,126.29969619982876,0.04066091332871286,0.01193888136824618,0.0,0.0,0.0
43,The Battle of Keren during World War II secured Ethiopia's liberation from Italian occupation after Giuseppe Arimondi's death.  Answer: Liberation from Italian occupation.,Liberation from Italian occupation.,sovereignty,0,0.0,42.83459180011414,0.013783761005379425,0.004047196041100141,0.0,0.0,0.0
44,Alfred Balk served as secretary of the Committee on the Employment of Minority Groups in the News Media under Vice President **Nelson Rockefeller** during Gerald Ford's presidency.,Alfred Balk served as secretary of the Committee on the Employment of Minority Groups in the News Media under Vice President **Nelson Rockefeller** during Gerald Ford's presidency.,Nelson Rockefeller,0,0.15384615384615385,65.64088209997863,0.021121270453381948,0.006201639895567802,0.0,0.0,0.0
45,The medieval fortress in Dirleton East Lothian borders the south side of the **Firth of Forth**.,"The medieval fortress in Dirleton, East Lothian, borders the south side of the **Firth of Forth**.",Yellowcraig,0,0.0,81.16688849986531,0.02611267188554429,0.007667218129832387,0.0,0.0,0.0
46,The writer of the song is Paul McCartney.,The writer of the song is Paul McCartney.,Phil Spector,0,0.0,150.12630470003933,0.048342956080709445,0.014194487294764259,0.0,0.0,0.0
47,The type of forum initiated by a former Soviet statesman such as Mikhail Gorbachev is typically a **think tank** focused on international relations peace and reform.,"The type of forum initiated by a former Soviet statesman, such as Mikhail Gorbachev, is typically a **think tank** focused on international relations, peace, and reform.",Organizations could come together to address global issues,0,0.0,31.794427999993786,0.010229153571833655,0.003003490108655648,0.0,0.0,0.0
48,Yes both Ferocactus and Silene are types of plants.,"Yes, both Ferocactus and Silene are types of plants.",yes,0,0.0,27.868260300019756,0.00896905861432492,0.0026335002835673233,0.0,0.0,0.0
49,The British first-generation jet-powered medium bomber used in the South West Pacific theatre during World War II was the **English Electric Canberra**.,The British first-generation jet-powered medium bomber used in the South West Pacific theatre during World War II was the **English Electric Canberra**.,English Electric Canberra,0,0.2727272727272727,98.09673939994536,0.03156990469184559,0.009269574047089271,0.0,0.0,0.0
50,The Colorado Buffaloes had a record of 2-6 in conference play during their second season with the Pac-12 Conference in 2013.  Answer: 2013 Pac-12 Conference.,"2013, Pac-12 Conference.",2009 Big 12 Conference,0,0.28571428571428575,269.2781408999581,0.08672434197686772,0.025464052472965244,0.0,0.0,0.0
51,The company that bought Euromarché in 1991 was Carrefour. By the end of 2016 Carrefour operated 13 500 hypermarkets globally.  Answer: 13 500,"13,500","1,462",0,0.0,68.46967869997025,0.022031777742191835,0.006468983583058179,0.0,0.0,0.0
52,The Indianapolis Motor Speedway hosts the 500-mile race every May.  Answer: Indianapolis Motor Speedway,Indianapolis Motor Speedway,Indianapolis Motor Speedway,1,1.0,32.634145400021225,0.01050462540009234,0.003084374309442941,0.0,0.0,0.0
53,The Prince of tenors Enrico Caruso starred in a film adaptation of Giacomo Puccini's opera in Hollywood.  Answer: Hollywood,Hollywood,Rome,0,0.0,113.6672214998398,0.03659410746322724,0.010744783429933649,0.0,0.0,0.0
54,"Ellie Goulding collaborated with Greg Kurstin Sarah Preuss Dan Wilson and Charlie Simpson on her third studio album ""Delirium.""","Ellie Goulding collaborated with Greg Kurstin, Sarah Preuss, Dan Wilson, and Charlie Simpson on her third studio album ""Delirium.""","Max Martin, Savan Kotecha and Ilya Salmanzadeh",0,0.07692307692307693,53.52294689998962,0.01722769536467885,0.005058406080168989,0.0,0.0,0.0
55,Melbourne,Melbourne,"Marion, South Australia",0,0.0,187.73906840011477,0.06043059246160881,0.017743666222630274,0.0,0.0,0.0
56,Drifting,Drifting,Drifting,1,1.0,21.89774729986675,0.007045139563804774,0.0020685980365228902,0.0,0.0,0.0
57,Keith Bostic is younger than Jerry Glanville.  Answer: Keith Bostic is younger than Jerry Glanville.,Keith Bostic is younger than Jerry Glanville.,Keith Bostic,0,0.4444444444444445,79.75760259991512,0.02566780973435626,0.007536597442458249,0.0,0.0,0.0
58,The population of Spalding where Kirton End is located according to the 2001 census was approximately 39 000.,"The population of Spalding, where Kirton End is located, according to the 2001 census, was approximately 39,000.","35,124",0,0.0,57.436898599844426,0.018487225936020996,0.005428230189857998,0.0,0.0,0.0
59,Yes both Cypress (genus *Cupressus*) and Ajuga (genus *Ajuga*) are genera.,"Yes, both Cypress (genus *Cupressus*) and Ajuga (genus *Ajuga*) are genera.",no,0,0.0,36.75774629996158,0.011827326196364146,0.003472746497856687,0.0,0.0,0.0
60,The distinction is that he was the first and only NBA player to later serve as a head coach in the WNBA.,The distinction is that he was the first and only NBA player to later serve as a head coach in the WNBA.,shortest player ever to play in the National Basketball Association,0,0.2222222222222222,94.6165772001259,0.030442852257486955,0.00893864824616539,0.0,0.0,0.0
61,Frank Marshall,Frank Marshall,Ronald Shusett,0,0.0,437.4271724000573,0.1408323915907138,0.04135128993328857,0.0,0.0,0.0
62,Emma Bull was born earlier than Virginia Woolf.,Emma Bull was born earlier than Virginia Woolf.,Adeline Virginia Woolf,0,0.36363636363636365,25.65095779998228,0.008260798544551253,0.0024255405438896992,0.0,0.0,0.0
63,"The Roud Folk Song Index number for the nursery rhyme ""What Are Little Girls Made Of?"" is **20519**.","The Roud Folk Song Index number for the nursery rhyme ""What Are Little Girls Made Of?"" is **20519**.",821,0,0.0,43.65038750017993,0.014050020639635438,0.00412537535204765,0.0,0.0,0.0
64,Scott Parkin has criticized ExxonMobil and Chevron for their operations in over 50 countries.,Scott Parkin has criticized ExxonMobil and Chevron for their operations in over 50 countries.,more than 70 countries,0,0.11111111111111112,57.657646799925715,0.018553744856585418,0.005447761514571298,0.0,0.0,0.0
65,Rose McGowan was best known for her role in the WB series *Charmed* where she played Piper Halliwell.  Answer: Charmed,Charmed,Charmed,1,1.0,21.325460099847987,0.006858050986088619,0.002013664977920643,0.0,0.0,0.0
66,The UFC Hall of Fame.,The UFC Hall of Fame.,International Boxing Hall of Fame,0,0.6666666666666665,34.55520559987053,0.011120222712298827,0.0032651263555573246,0.0,0.0,0.0
67,Chris Brown,Chris Brown,Usher,0,0.0,38.46187220001593,0.012370513859559694,0.0036322375800947994,0.0,0.0,0.0
68,"The younger brother of the episode guest stars of ""The Hard Easy"" cannot be determined with the provided information. Further details about the specific show or movie and its cast are needed to identify any such individuals.","The younger brother of the episode guest stars of ""The Hard Easy"" cannot be determined with the provided information. Further details about the specific show or movie and its cast are needed to identify any such individuals.",Bill Murray,0,0.0,67.8583417001646,0.021838400305861885,0.0064122039860782815,0.0,0.0,0.0
69,The 2017–18 Wigan Athletic F.C. season saw them compete in the **Bet365 Cup**.,The 2017–18 Wigan Athletic F.C. season saw them compete in the **Bet365 Cup**.,Carabao Cup,0,0.15384615384615385,37.07484929985367,0.011938530831198571,0.003505398468365913,0.0,0.0,0.0
70,Tara Strong's major voice role in the animated series based on DC Comics' Teen Titans is as **Starfire** in *Teen Titans*.,Tara Strong's major voice role in the animated series based on DC Comics' Teen Titans is as **Starfire** in *Teen Titans*.,Teen Titans Go!,0,0.1739130434782609,45.54617129988037,0.014657791089794476,0.004303829270308517,0.0,0.0,0.0
71,The inhabitants of the city where the 122nd SS-Standarte was formed in 2014 are likely Americans assuming the unit is part of a neo-Nazi group based in the United States.  Answer: Americans,Americans,"276,170 inhabitants",0,0.0,51.82418449991383,0.016670598370813774,0.004894830932050882,0.0,0.0,0.0
72,During Oranjegekte and Koningsdag in the Netherlands people predominantly wear **orange** clothing to celebrate national pride reflecting the country's traditional royal colors.,"During Oranjegekte and Koningsdag in the Netherlands, people predominantly wear **orange** clothing to celebrate national pride, reflecting the country's traditional royal colors.",orange,0,0.09523809523809523,43.44849189999513,0.01398593918881529,0.004106559718639175,0.0,0.0,0.0
73,"The name of the 1996 loose adaptation of William Shakespeare's ""Romeo & Juliet"" written by James Gunn was **""Doom Generation.""**","The name of the 1996 loose adaptation of William Shakespeare's ""Romeo & Juliet"" written by James Gunn was **""Doom Generation.""**",Tromeo and Juliet,0,0.1,58.70395200001076,0.01889189495763369,0.005547049346805625,0.0,0.0,0.0
74,The answer is that Robert Suettinger was the national intelligence officer under George H.W. Bush who was a former director of the CIA but not a governor of Arkansas.,"The answer is that Robert Suettinger was the national intelligence officer under George H.W. Bush, who was a former director of the CIA but not a governor of Arkansas.",William Jefferson Clinton,0,0.0,181.55692150001414,0.058437552581532264,0.01715846867681876,0.0,0.0,0.0
75,The American professional Hawaiian surfer born on October 18 1992 who won the Rip Curl Pro Portugal is John John Florence.,"The American professional Hawaiian surfer born on October 18, 1992, who won the Rip Curl Pro Portugal is John John Florence.",John John Florence,0,0.2727272727272727,53.52237560017966,0.01722042702886023,0.005056271947116404,0.0,0.0,0.0
76,"The actress who plays Bobbi Bacha in ""Suburban Madness"" is Alyssa Bacalso and she does not have a middle name.  Answer: She does not have a middle name.",She does not have a middle name.,Ann,0,0.0,47.92513299989514,0.015421446019918263,0.004528054081574281,0.0,0.0,0.0
77,Alvaro Mexia had a diplomatic mission with the Apache tribe.,Alvaro Mexia had a diplomatic mission with the Apache tribe.,Apalachees,0,0.0,37.804503600113094,0.012164558147060208,0.003571764742242738,0.0,0.0,0.0
78,Alfred Gell and Edmund Leach were both British anthropologists.,Alfred Gell and Edmund Leach were both British anthropologists.,British,0,0.19999999999999998,24.1852901999373,0.007783163407646185,0.002285297033107839,0.0,0.0,0.0
79,The King who made the 1925 Birthday Honours was King George V born in 1863.  Answer: 1863,1863,1865,0,0.0,32.1996102000121,0.010358945630688999,0.0030415997295755535,0.0,0.0,0.0
80,The county seat of the county where East Lempster New Hampshire is located is **Whitefield**.,"The county seat of the county where East Lempster, New Hampshire is located is **Whitefield**.",Newport,0,0.0,41.64115860010497,0.013397987871123188,0.003933925105749818,0.0,0.0,0.0
81,The rock singer's stage name was **Bob Seger**.,The rock singer's stage name was **Bob Seger**.,Bob Seger,0,0.4444444444444445,30.983203900046647,0.009977204188939836,0.0029295125821585236,0.0,0.0,0.0
82,Rostker v. Goldberg upheld the constitutionality of differential treatment in filling armed forces vacancies based on gender particularly in combat roles and physical requirements citing the government's interest in an effective military.,"Rostker v. Goldberg upheld the constitutionality of differential treatment in filling armed forces vacancies based on gender, particularly in combat roles and physical requirements, citing the government's interest in an effective military.",Conscription,0,0.0,47.95231880014762,0.015441596987123574,0.004533970820457511,0.0,0.0,0.0
83,Mondelez International,Mondelez International,"Mondelez International, Inc.",0,0.8,36.163234299980104,0.011641315383630507,0.0034181298932446655,0.0,0.0,0.0
84,Juanita Broaddrick,Juanita Broaddrick,Monica Lewinsky,0,0.0,39.281839000061154,0.01264610897118153,0.0037131579794159385,0.0,0.0,0.0
85,Roger Stone the lawyer lobbyist and political consultant who served as a senior member of Donald Trump's presidential campaign was born on January 4 1953.  Answer: January 4 1953.,"January 4, 1953.","April 1, 1949",0,0.0,45.37994539993815,0.014607792720937113,0.004289148719737305,0.0,0.0,0.0
86,"The novel that Lourenço Mutarelli's ""Nina"" is based on Horacio Quiroga's ""El coronel no hubo asesinato "" was first published in **1920**.","The novel that Lourenço Mutarelli's ""Nina"" is based on, Horacio Quiroga's ""El coronel no hubo asesinato,"" was first published in **1920**.",1866,0,0.0,43.45811439980753,0.013988216241031089,0.004107228308054616,0.0,0.0,0.0
87,Teide National Park is located on Tenerife while Garajonay National Park is on La Gomera both in the Canary Islands of Spain.,"Teide National Park is located on Tenerife, while Garajonay National Park is on La Gomera, both in the Canary Islands of Spain.","Canary Islands, Spain",0,0.25,32.56927799992263,0.01048424439729155,0.003078390027372408,0.0,0.0,0.0
88,"Roald Dahl's collection containing ""The Visitor"" has sold several hundred thousand copies.","Roald Dahl's collection containing ""The Visitor"" has sold several hundred thousand copies.",250 million,0,0.0,62.59736660006456,0.020156122659296314,0.005918252630671418,0.0,0.0,0.0
89,Both Chris Menges and Aram Avakian are film editors.,Both Chris Menges and Aram Avakian are film editors.,director,0,0.0,59.247448599897325,0.019075140867226975,0.0056008541189258255,0.0,0.0,0.0
90,The Intercept.,The Intercept.,The Conversation,0,0.0,28.976415600162,0.009329442125766722,0.002739316302882792,0.0,0.0,0.0
91,Kevin Smith hosted the 18th Independent Spirit Awards in 2002.,Kevin Smith hosted the 18th Independent Spirit Awards in 2002.,John Waters,0,0.0,45.07126759993844,0.014503545174904597,0.004258539493747929,0.0,0.0,0.0
92,"Bill Cosby's third album ""Bill Cosby III: Walk on the Wild Side "" was recorded at The Sahara Tahoe in Reno Nevada.","Bill Cosby's third album, ""Bill Cosby III: Walk on the Wild Side,"" was recorded at The Sahara Tahoe in Reno, Nevada.",Las Vegas Strip in Paradise,0,0.08333333333333333,26.73145469999872,0.008605885144494407,0.0025268650750232247,0.0,0.0,0.0
93,No. The Gibson cocktail contains gin while the Zurracapote does not; it typically includes sweet wine and anisette.,"No. The Gibson cocktail contains gin, while the Zurracapote does not; it typically includes sweet wine and anisette.",no,0,0.0,43.14983129990287,0.013896333863879682,0.004080249750249607,0.0,0.0,0.0
94,The annual documentary film festival presented by Granta a fortnightly British journal of literary essays is held in March.   Answer: March,March,March and April,0,0.5,38.157772599952295,0.012283496997646375,0.003606687637745458,0.0,0.0,0.0
95,Tysons Galleria is located in Fairfax County.,Tysons Galleria is located in Fairfax County.,Fairfax County,0,0.4444444444444445,25.910382500151172,0.008337572940539138,0.0024480830873492643,0.0,0.0,0.0
96,Bordan Tkachuk's company Logitech provides computer peripherals such as mice and keyboards.,"Bordan Tkachuk's company, Logitech, provides computer peripherals such as mice and keyboards.",IT products and services,0,0.125,21.910817000083625,0.0070538748106928825,0.0020711628848694183,0.0,0.0,0.0
97,Lev Yılmaz is known for animation particularly in stop-motion through his work at Laika Studios. Pamela B. Green is not notably associated with animation.  Answer: Lev Yılmaz,Lev Yılmaz,Levni Yilmaz,0,0.0,41.72466949978843,0.0134319448511011,0.003943895574251172,0.0,0.0,0.0
98,The ambassador from the Rabat-Salé-Kénitra administrative region is likely based in Beijing China.,"The ambassador from the Rabat-Salé-Kénitra administrative region is likely based in Beijing, China.",Beijing,0,0.16666666666666669,52.29372680000961,0.016829723816329162,0.004941553439273463,0.0,0.0,0.0
99,Yingkou and Fuding are both prefecture-level cities in China making them the same level administratively.,"Yingkou and Fuding are both prefecture-level cities in China, making them the same level administratively.",no,0,0.0,53.14088630001061,0.017101822065042776,0.005021447087643762,0.0,0.0,0.0
100,The descendants of the Black Seminoles settled primarily in Oklahoma specifically within the Seminole Nation.,"The descendants of the Black Seminoles settled primarily in Oklahoma, specifically within the Seminole Nation.","Coahuila, Mexico",0,0.0,55.11732989992015,0.017747321965475606,0.005210979149360641,0.0,0.0,0.0
101,Michael English,Michael English,Larnelle Harris,0,0.0,25.502377500059083,0.008208628476747441,0.0024102223377921684,0.0,0.0,0.0
102,The brother of Chase Young a first-round draft pick by the Washington Football Team in 2020 was drafted in 2022.  Answer: 2022,2022,2003,0,0.0,88.21300019999035,0.02840543822140511,0.008340421534479503,0.0,0.0,0.0
103,The 1964 Georgia Tech Yellow Jackets played their home games at Bobby Dodd Stadium in Atlanta.,The 1964 Georgia Tech Yellow Jackets played their home games at Bobby Dodd Stadium in Atlanta.,North Avenue at Techwood Drive,0,0.1,35.386450099991634,0.011391035900242175,0.003344642683625859,0.0,0.0,0.0
104,Leo Varadkar,Leo Varadkar,Leo Varadkar,1,1.0,28.162373200058937,0.00906704521319272,0.0026622711665552,0.0,0.0,0.0
105,"The American film actor and dancer who starred in the 1945 film ""Johnny Angel"" was Robert Ryan.  Answer: Robert Ryan",Robert Ryan,George Raft,0,0.0,33.75849279994145,0.010864424314981086,0.0031900186791734924,0.0,0.0,0.0
106,"The play ""Three Men on a Horse"" was written by a playwright born in 1890.   Answer: 1890",1890,1887,0,0.0,100.07794090011157,0.0322123923796396,0.009458221661153435,0.0,0.0,0.0
107,Both Owner earnings and Warren Buffett are involved in evaluating and investing in profitable businesses.,Both Owner earnings and Warren Buffett are involved in evaluating and investing in profitable businesses.,business,0,0.0,20.623551900032908,0.006636435150032278,0.0019485940053477523,0.0,0.0,0.0
108,The former Indian cricketer who made his ODI debut during the 2000 ICC KnockOut Trophy was Virender Sehwag born on September 6 1970.  Answer: 1970.,1970.,7 October 1978,0,0.0,47.79477740009315,0.015379604739742278,0.004515768620195727,0.0,0.0,0.0
109,The 514th Flight Test Squadron is named after **Chuck Yeager** the renowned test pilot associated with the Bell X-1 and its base is **Edwards Air Force Base**.,"The 514th Flight Test Squadron is named after **Chuck Yeager**, the renowned test pilot associated with the Bell X-1, and its base is **Edwards Air Force Base**.",B-17 Flying Fortress bomber,0,0.0,36.608671500114724,0.011776391990064578,0.0034577911661433946,0.0,0.0,0.0
110,"The country music star is Patsy Lynn Russell who released the album ""Based on a True Story..."" featuring the single ""My Eyes.""  Answer: Patsy Lynn Russell",Patsy Lynn Russell,Blake Shelton,0,0.0,40.57543480000459,0.013059095420518883,0.003834419304400739,0.0,0.0,0.0
111,"The ""dwelling place of the dead"" was built over approximately 5 centuries.","The ""dwelling place of the dead"" was built over approximately 5 centuries.",three centuries,0,0.16666666666666669,49.01987220020965,0.015781268834527636,0.004633705468754907,0.0,0.0,0.0
112,"The British author Anne Fine whose novel ""The Mulberry Bush"" is based on the song was born in 1948.   Answer: 1948",1948,7 January 1936,0,0.0,64.79195870016702,0.020862603798075568,0.006125690039580599,0.0,0.0,0.0
